approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode,mu,sigma,a,b,std,associated_baseline_std
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,141349.9999985865,141349.9999985865,141349.9999985865,141349.9999985865,7085.215436193579,,,7085.215436193579,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,158049.9999984195,158049.9999984195,158049.9999984195,158049.9999984195,9257.864524537961,,,9257.864524537961,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,167049.99999832953,167049.99999832953,167049.99999832953,167049.99999832953,15671.0011733559,,,15671.0011733559,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,147999.99999851998,147999.99999851998,147999.99999851998,147999.99999851998,4913.134324303325,,,4913.134324303325,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,154949.9999984505,154949.9999984505,154949.9999984505,154949.9999984505,10415.386587961724,,,10415.386587961724,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,152649.9999984735,152649.9999984735,152649.9999984735,152649.9999984735,5646.065493353472,,,5646.065493353472,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,159349.9999984065,159349.9999984065,159349.9999984065,159349.9999984065,12282.56442634763,,,12282.56442634763,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,146849.9999985315,146849.9999985315,146849.9999985315,146849.9999985315,11625.176223217899,,,11625.176223217899,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,151499.999998485,151499.999998485,151499.999998485,151499.999998485,6476.4530758761,,,6476.4530758761,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,162249.99999837752,162249.99999837752,162249.99999837752,162249.99999837752,9927.305217827412,,,9927.305217827412,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,153799.99999846198,153799.99999846198,153799.99999846198,153799.99999846198,9560.973915941206,,,9560.973915941206,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,148180.33992032587,147917.50491609142,147393.23269213125,11.90440999812596,0.05958734447940465,,,8837.516533901638,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,162234.49557713038,162127.0799741188,161912.46208090437,11.996135750983596,0.036395608802412265,,,5906.579150540251,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,143595.339930838,143415.83512027812,143057.49840157447,11.873503627273433,0.050017118292594545,,,7186.719410533846,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,133321.09347910082,133273.45867934296,133178.24013260176,11.800158376659487,0.026734159496810676,,,3564.864324141664,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,144031.11266329678,143746.44764887026,143178.80435526354,11.875806246346391,0.0629026078297923,,,9068.901932105702,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,143462.1044512755,143362.38986825812,143163.16857651423,11.873130898467814,0.037290759168812,,,5351.671188556289,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,146190.8076626046,146054.51463102808,145782.30964555108,11.891735218882319,0.043190979474673,,,6317.070005515631,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,148847.54501445897,148632.15958306938,148202.3232706287,11.909229804964513,0.05381576584354801,,,8016.147892932713,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,160050.66214110202,159826.82485715626,159380.08898777276,11.98184616341524,0.05290593659051551,,,8473.558944129309,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,151810.44406500645,151571.30288737515,151094.1500685069,11.928811439333701,0.05615164691276678,,,8531.130247964742,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,170388.2569898619,170037.36149420886,169337.73690442363,12.043773465381088,0.06421076611930561,,,10952.047462194245,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,145985.63713176522,145782.22687320353,145376.25623111668,11.88986919039371,0.052807757909567196,,,7714.551872761358,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,154353.00611181677,154100.45063406305,153596.57871139172,11.945359945600252,0.057228665605524594,,,8840.654134536539,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,149937.60437517212,149793.84173298796,149506.729842415,11.91701523929357,0.04380128794385421,,,6570.611447085793,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,138201.7039903275,138010.13440358193,137627.79149993375,11.835082399150041,0.052671073204359306,,,7284.283574719881,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,153862.17347089946,153559.6471788906,152956.3779215576,11.941844351501327,0.0627399665492992,,,9662.814998534617,
